crop_name,variety_and_condition,nutrient,soil_level,recommendation_amount,unit
MALUNGAY,,PHOSPHORUS,H,0.001,kg/tree
MALUNGAY,,POTASSIUM,L,0.02,kg/tree
MALUNGAY,,POTASSIUM,M,0.01,kg/tree
MALUNGAY,,POTASSIUM,H,0.01,kg/tree
ARROW ROOT,,NITROGEN,L,60,kg/ha
ARROW ROOT,,NITROGEN,M,50,kg/ha
ARROW ROOT,,NITROGEN,H,40,kg/ha
ARROW ROOT,,PHOSPHORUS,L,60,kg/ha
ARROW ROOT,,PHOSPHORUS,M,35,kg/ha
ARROW ROOT,,PHOSPHORUS,H,20,kg/ha
ARROW ROOT,,POTASSIUM,L,90,kg/ha
ARROW ROOT,,POTASSIUM,M,60,kg/ha
ARROW ROOT,,POTASSIUM,H,30,kg/ha
CAMOTE,,NITROGEN,L,60,kg/ha
CAMOTE,,NITROGEN,M,50,kg/ha
CAMOTE,,NITROGEN,H,40,kg/ha
CAMOTE,,PHOSPHORUS,L,60,kg/ha
CAMOTE,,PHOSPHORUS,M,35,kg/ha
CAMOTE,,PHOSPHORUS,H,20,kg/ha
CAMOTE,,POTASSIUM,L,90,kg/ha
CAMOTE,,POTASSIUM,M,60,kg/ha
CAMOTE,,POTASSIUM,H,30,kg/ha
CASSAVA,,NITROGEN,L,60,kg/ha
CASSAVA,,NITROGEN,M,50,kg/ha
CASSAVA,,NITROGEN,H,40,kg/ha
CASSAVA,,PHOSPHORUS,L,60,kg/ha
CASSAVA,,PHOSPHORUS,M,35,kg/ha
CASSAVA,,PHOSPHORUS,H,20,kg/ha
CASSAVA,,POTASSIUM,L,90,kg/ha
CASSAVA,,POTASSIUM,M,60,kg/ha
CASSAVA,,POTASSIUM,H,30,kg/ha
GABI,,NITROGEN,L,60,kg/ha
GABI,,NITROGEN,M,50,kg/ha
GABI,,NITROGEN,H,40,kg/ha
GABI,,PHOSPHORUS,L,50,kg/ha
GABI,,PHOSPHORUS,M,35,kg/ha
GABI,,PHOSPHORUS,H,20,kg/ha
GABI,,POTASSIUM,L,90,kg/ha
GABI,,POTASSIUM,M,60,kg/ha
GABI,,POTASSIUM,H,30,kg/ha
TUGUI,,NITROGEN,L,60,kg/ha
TUGUI,,NITROGEN,M,50,kg/ha
TUGUI,,NITROGEN,H,40,kg/ha
TUGUI,,PHOSPHORUS,L,40,kg/ha
TUGUI,,PHOSPHORUS,M,50,kg/ha
TUGUI,,PHOSPHORUS,H,30,kg/ha
TUGUI,,POTASSIUM,L,90,kg/ha
TUGUI,,POTASSIUM,M,60,kg/ha
TUGUI,,POTASSIUM,H,30,kg/ha
YAM (Ubi),,NITROGEN,L,120,kg/ha
YAM (Ubi),,NITROGEN,M,80,kg/ha
YAM (Ubi),,NITROGEN,H,60,kg/ha
YAM (Ubi),,PHOSPHORUS,L,60,kg/ha
YAM (Ubi),,PHOSPHORUS,M,35,kg/ha
YAM (Ubi),,PHOSPHORUS,H,20,kg/ha
YAM (Ubi),,POTASSIUM,L,120,kg/ha
YAM (Ubi),,POTASSIUM,M,80,kg/ha
YAM (Ubi),,POTASSIUM,H,60,kg/ha
SHRUBS,Flowering,NITROGEN,L,0.031,kg/shrub
SHRUBS,Flowering,NITROGEN,M,0.031,kg/shrub
SHRUBS,Flowering,NITROGEN,H,0.031,kg/shrub
SHRUBS,Flowering,PHOSPHORUS,L,0.04,kg/shrub
SHRUBS,Flowering,PHOSPHORUS,M,0.04,kg/shrub
SHRUBS,Flowering,PHOSPHORUS,H,0.04,kg/shrub
SHRUBS,Flowering,POTASSIUM,L,0.06,kg/shrub
SHRUBS,Flowering,POTASSIUM,M,0.06,kg/shrub
SHRUBS,Flowering,POTASSIUM,H,0.06,kg/shrub
SHRUBS,Non Flowering,NITROGEN,L,0.03,kg/shrub
SHRUBS,Non Flowering,NITROGEN,M,0.03,kg/shrub
SHRUBS,Non Flowering,NITROGEN,H,0.03,kg/shrub
SHRUBS,Non Flowering,PHOSPHORUS,L,0.02,kg/shrub
SHRUBS,Non Flowering,PHOSPHORUS,M,0.02,kg/shrub
SHRUBS,Non Flowering,PHOSPHORUS,H,0.02,kg/shrub
SHRUBS,Non Flowering,POTASSIUM,L,0.03,kg/shrub
SHRUBS,Non Flowering,POTASSIUM,M,0.03,kg/shrub
SHRUBS,Non Flowering,POTASSIUM,H,0.03,kg/shrub
ALGAE,fishpond,NITROGEN,L,45,kg/ha
ALGAE,fishpond,NITROGEN,M,40,kg/ha
ALGAE,fishpond,NITROGEN,H,30,kg/ha
ALGAE,fishpond,PHOSPHORUS,L,60,kg/ha
ALGAE,fishpond,PHOSPHORUS,M,35,kg/ha
ALGAE,fishpond,PHOSPHORUS,H,20,kg/ha
ALGAE,fishpond,POTASSIUM,L,60,kg/ha
ALGAE,fishpond,POTASSIUM,M,45,kg/ha
ALGAE,fishpond,POTASSIUM,H,30,kg/ha
